年份,得獎,中文名稱,英文名稱,連結,movieGrading,movieDuration,movieRating,movieComment,movieDirector,movieWriter,movieCast1,movieCast2,movieCast3,movieCast4,movieCast5,movieCast6,movieCast7,movieCast8,movieCast9,movieCast10,movieCast11,movieCast12,movieCast13,movieCast14,movieCast15,movieCast16,movieCast17,movieCast18,movieCountry,Action,Adventure,Biography,Comedy,Crime,Drama,Fantasy,History,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War
2013,0,悲慘世界,Les Mis_rables,https://www.imdb.com/title/tt1707386/?ref_=ev_nom,12+,2h 38m,7.5,339K,Tom Hooper,"William Nicholson, Alain Boublil, Claude-Michel Sch_nberg",Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried', 'Sacha Baron Cohen', 'Helena Bonham Carter', 'Eddie Redmayne', 'Aaron Tveit', 'Samantha Barks', 'Daniel Huttlestone', 'Cavin Cornwall', 'Josef Altin', 'Dave Hawley', 'Adam Jones', 'John Barr', 'Tony Rohr', 'Richard Dixon', 'Andy Beckwith',United Kingdom,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2013,0,愛．慕,Amour,https://www.imdb.com/title/tt1602620/?ref_=ev_nom,PG-13,2h 7m,7.9,104K,Michael Haneke,Michael Haneke,Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud', 'William Shimell', 'Ram籀n Agirre', 'Rita Blanco', 'Carole Franck', 'Dinara Drukarova', 'Laurent Capelluto', 'Jean-Michel Monroc', 'Suzanne Schmidt', 'Damien Jouillerot', 'Walid Afkir',,,,,Austria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,0,林肯,Lincoln,https://www.imdb.com/title/tt0443272/?ref_=ev_nom,6+,2h 30m,7.3,268K,Steven Spielberg,"Tony Kushner, Doris Kearns Goodwin",Daniel Day-Lewis', 'Sally Field', 'David Strathairn', 'Joseph Gordon-Levitt', 'James Spader', 'Hal Holbrook', 'Tommy Lee Jones', 'John Hawkes', 'Jackie Earle Haley', 'Bruce McGill', 'Tim Blake Nelson', 'Joseph Cross', 'Jared Harris', 'Lee Pace', 'Peter McRobbie', 'Gulliver McGrath', 'Gloria Reuben', 'Jeremy Strong',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2013,0,決殺令,Django Unchained,https://www.imdb.com/title/tt1853728/?ref_=ev_nom,R-18,2h 45m,8.5,1.6M,Quentin Tarantino,Quentin Tarantino,Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,0,派特的幸福劇本,Silver Linings Playbook,https://www.imdb.com/title/tt1045658/?ref_=ev_nom,12+,2h 2m,7.7,728K,David O. Russell,"David O. Russell, Matthew Quick",Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver', 'Chris Tucker', 'Anupam Kher', 'John Ortiz', 'Shea Whigham', 'Julia Stiles', 'Paul Herman', 'Dash Mihok', 'Matthew Russell', 'Cheryl Williams', 'Patrick McDade', 'Brea Bee', 'Mary Regency Boies', 'Phillip Chorba', 'Anthony Lawton',United States,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2014,1,自由之心,12 Years a Slave,https://www.imdb.com/title/tt2024544/?ref_=ev_nom,R-12,2h 14m,8.1,723K,Steve McQueen,"John Ridley, Solomon Northup",Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt', 'Dwight Henry', 'Dickie Gravois', 'Bryan Batt', 'Ashley Dyke', 'Kelsey Scott', 'Quvenzhan矇 Wallis', 'Cameron Zeigler', 'Tony Bentley', 'Scoot McNairy', 'Taran Killam', 'Christopher Berry', 'Bill Camp', 'Mister Mackey Jr.', 'Chris Chalk',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2014,0,內布拉斯加,Nebraska,https://www.imdb.com/title/tt1821549/?ref_=ev_nom,R,1h 55m,7.7,121K,Alexander Payne,Bob Nelson,Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk', 'Stacy Keach', 'Mary Louise Wilson', 'Rance Howard', 'Tim Driscoll', 'Devin Ratray', 'Angela McEwan', 'Glendora Stitt', 'Elizabeth Moore', 'Kevin Kunkel', 'Dennis McCoig', 'Ronald Vosta', 'Missy Doty', 'John Reynolds', 'Jeffrey Yosten',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,0,地心引力,Gravity,https://www.imdb.com/title/tt1454468/?ref_=ev_nom,6+,1h 31m,7.7,847K,Alfonso Cuar_n,"Alfonso Cuar_n, Jon_s Cuar_n",Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage',,,,,,,,,,,,United Kingdom,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2014,0,怒海劫,Captain Phillips,https://www.imdb.com/title/tt1535109/?ref_=ev_nom,PG-13,2h 14m,7.8,480K,Paul Greengrass,"Billy Ray, Richard Phillips, Stephan Talty",Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener', 'Faysal Ahmed', 'Mahat M. Ali', 'Michael Chernus', 'David Warshofsky', 'Corey Johnson', 'Chris Mulkey', 'Yul Vazquez', 'Max Martini', 'Omar Berdouni', 'Mohamed Ali', 'Issak Farah Samatar', 'Thomas Grube', 'Mark Holden', 'San Shella',United States,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2014,0,瞞天大佈局,American Hustle,https://www.imdb.com/title/tt1800241/?ref_=ev_nom,12+,2h 9m,7.2,493K,David O. Russell,"Eric Warren Singer, David O. Russell",Christian Bale', 'Amy Adams', 'Bradley Cooper', 'Jennifer Lawrence', 'Jeremy Renner', 'Louis C.K.', 'Jack Huston', 'Michael Pe簽a', 'Shea Whigham', 'Alessandro Nivola', 'Elisabeth R繹hm', 'Paul Herman', 'Sa簿d Taghmaoui', 'Matthew Russell', 'Thomas Matthews', 'Adrian Martinez', 'Anthony Zerbe', 'Colleen Camp',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,0,華爾街之狼,The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/?ref_=ev_nom,R-18,3h,8.2,1.5M,Martin Scorsese,"Terence Winter, Jordan Belfort",Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler', 'Rob Reiner', 'Jon Bernthal', 'Jon Favreau', 'Jean Dujardin', 'Joanna Lumley', 'Cristin Milioti', 'Christine Ebersole', 'Shea Whigham', 'Katarina Cas', 'P.J. Byrne', 'Kenneth Choi', 'Brian Sacca', 'Henry Zebrowski',United States,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2014,0,藥命俱樂部,Dallas Buyers Club,https://www.imdb.com/title/tt0790636/?ref_=ev_nom,R,1h 57m,7.9,506K,Jean-Marc Vall_e,"Craig Borten, Melisa Wallack",Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', 'Steve Zahn'," ""Denis O'Hare"""," ""Michael O'Neill""", 'Dallas Roberts', 'Griffin Dunne', 'Kevin Rankin', 'Donna Duplantier', 'Deneen Tyler', 'JD Evermore', 'Ian Casselberry', 'Noelle Wilcox', 'Bradford Cox', 'Rick Espaillat', 'Lawrence Turner', 'Lucius Falick',United States,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2014,0,遲來的守護者,Philomena,https://www.imdb.com/title/tt2431286/?ref_=ev_nom,PG-13,1h 38m,7.6,102K,Stephen Frears,"Steve Coogan, Jeff Pope, Martin Sixsmith",Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham', 'Barbara Jefford', 'Ruth McCabe', 'Peter Hermann', 'Sean Mahon', 'Anna Maxwell Martin', 'Michelle Fairley', 'Wunmi Mosaku', 'Amy McAllister', 'Charlie Murphy', 'Cathy Belton', 'Kate Fleetwood', 'Charissa Shearer', 'Nika McGuigan', 'Rachel Wilcock',United Kingdom,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2014,0,雲端情人,Her,https://www.imdb.com/title/tt1798709/?ref_=ev_nom,12+,2h 6m,8,645K,Spike Jonze,Spike Jonze,Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson', 'Rooney Mara', 'Lynn Adrianna Freedman', 'Lisa Renee Pitts', 'Gabe Gomez', 'Chris Pratt', 'Artt Butler', 'May Lindstrom', 'Bill Hader', 'Kristen Wiig', 'Brian Johnson', 'Matt Letscher', 'Spike Jonze', 'Olivia Wilde', 'David Azar', 'Guy Lewis',United States,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2015,1,鳥人,Birdman or (The Unexpected Virtue of Ignorance),https://www.imdb.com/title/tt2562232/?ref_=ev_nom,R-12,1h 59m,7.7,651K,Alejandro G. I__rritu,"Alejandro G. I__rritu, Nicol_s Giacobone, Alexander Dinelaris",Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough', 'Emma Stone', 'Kenny Chin', 'Jamahl Garrison-Lowe', 'Naomi Watts', 'Jeremy Shamos'," ""Katherine O'Sullivan""", 'Damian Young', 'Keenan Shimizu', 'Akira Ito', 'Natalie Gold', 'Merritt Wever', 'Michael Siberry', 'Clark Middleton', 'Amy Ryan',United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015,0,年少時代,Boyhood,https://www.imdb.com/title/tt1065073/?ref_=ev_nom,R,2h 45m,7.9,362K,Richard Linklater,Richard Linklater,Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke', 'Elijah Smith', 'Lorelei Linklater', 'Steven Chester Prince', 'Bonnie Cross', 'Sydney Orta', 'Libby Villari', 'Marco Perella', 'Jamie Howard', 'Andrew Villarreal', 'Shane Graham', 'Tess Allen', 'Ryan Power', 'Sharee Fowler', 'Mark Finn', 'Charlie Sexton',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,0,愛的萬物論,The Theory of Everything,https://www.imdb.com/title/tt2980516/?ref_=ev_nom,15+,2h 3m,7.7,469K,James Marsh,"Anthony McCarten, Jane Hawking",Eddie Redmayne', 'Felicity Jones', 'Tom Prior', 'Sophie Perry', 'Finlay Wright-Stephens', 'Harry Lloyd', 'Alice Orr-Ewing', 'David Thewlis', 'Thomas Morrison', 'Michael Marcus', 'Gruffudd Glyn', 'Paul Longley', 'Emily Watson', 'Guy Oliver-Watts', 'Simon McBurney', 'Lucy Chappell', 'Charlotte Hope', 'Abigail Cruttenden',United Kingdom,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2015,0,模仿遊戲,The Imitation Game,https://www.imdb.com/title/tt2084970/?ref_=ev_nom,13+,1h 54m,8,800K,Morten Tyldum,"Graham Moore, Andrew Hodges",Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Allen Leech', 'Rory Kinnear', 'Matthew Beard', 'Charles Dance', 'Mark Strong', 'James Northcote', 'Tom Goodman-Hill', 'Steven Waddington', 'Ilan Goodman', 'Jack Tarlton', 'Alex Lawther', 'Jack Bannon', 'Tuppence Middleton', 'Dominic Charman', 'James G. Nunn',United Kingdom,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
2015,0,歡迎來到布達佩斯大飯店,The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/?ref_=ev_nom,PG-12,1h 39m,8.1,855K,Wes Anderson,"Stefan Zweig, Wes Anderson, Hugo Guinness",Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton', 'Saoirse Ronan', 'Jason Schwartzman', 'L矇a Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Tony Revolori', 'Larry Pine',United States,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,0,美國狙擊手,American Sniper,https://www.imdb.com/title/tt2179136/?ref_=ev_nom,12+,2h 13m,7.3,512K,Clint Eastwood,"Jason Hall, Chris Kyle, Scott McEwen",Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed', 'Elise Robertson', 'Luke Sunshine', 'Troy Vincent', 'Brandon Salgado Telis'," ""Keir O'Donnell""", 'Marnette Patterson', 'Jason Hall', 'Billy Miller', 'Leonard Roberts', 'Jason Walsh', 'Reynaldo Gallegos', 'Kevin Lacz', 'Jake McDorman',United States,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2015,0,逐夢大道,Selma,https://www.imdb.com/title/tt1020072/?ref_=ev_nom,PG-13,2h 8m,7.5,94K,Ava DuVernay,Paul Webb,David Oyelowo', 'Carmen Ejogo', 'Oprah Winfrey', 'Tom Wilkinson', 'Jim France', 'Trinity Simone', 'Mikeria Howard', 'Jordan Rice', 'Ebony Billups', 'Nadej K. Bailey', 'Elijah Oliver', 'Clay Chappell', 'Giovanni Ribisi', 'Haviland Stillwell', 'Andr矇 Holland', 'Ruben Santiago-Hudson', 'Colman Domingo', 'Omar J. Dorsey',United Kingdom,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2015,0,進擊的鼓手,Whiplash,https://www.imdb.com/title/tt2582802/?ref_=ev_nom,P,1h 46m,8.5,927K,Damien Chazelle,Damien Chazelle,Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.',United States,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016,1,驚爆焦點,Spotlight,https://www.imdb.com/title/tt1895587/?ref_=ev_nom,R-15,2h 9m,8.1,488K,Tom McCarthy,"Josh Singer, Tom McCarthy",Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery'," ""Brian d'Arcy James""", 'Stanley Tucci', 'Elena Wohl', 'Gene Amoroso', 'Doug Murray', 'Sharon McFarlane', 'Jamey Sheridan', 'Neal Huff', 'Billy Crudup', 'Robert B. Kennedy', 'Duane Murray', 'Brian Chamberlain', 'Michael Cyril Creighton',United States,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2016,0,不存在的房間,Room,https://www.imdb.com/title/tt3170832/?ref_=ev_nom,R-12,1h 58m,8.1,437K,Lenny Abrahamson,Emma Donoghue,Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson', 'Sandy McMaster', 'Matt Gordon', 'Amanda Brugel', 'Joe Pingue', 'Joan Allen', 'Zarrin Darnell-Martin', 'Cas Anvar', 'William H. Macy', 'Jee-Yun Lee', 'Randal Edwards', 'Justin Mader', 'Ola Sturik', 'Rodrigo Fernandez-Stoll'," ""Rory O'Shea""",Ireland,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016,0,大賣空,The Big Short,https://www.imdb.com/title/tt1596363/?ref_=ev_nom,R-12,2h 10m,7.8,458K,Adam McKay,"Charles Randolph, Adam McKay, Michael Lewis",Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Rudy Eisenzopf', 'Casey Groves', 'Charlie Talbert', 'Harold Gervais', 'Maria Frangos', 'Hunter Burke', 'Bernard Hocke', 'Shauna Rappold', 'Brandon Stacy', 'Aiden Flowers', 'Peter Epstein', 'Anthony Marble', 'Silas Cooper', 'Leslie Castay',United States,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2016,0,愛在他鄉,Brooklyn,https://www.imdb.com/title/tt2381111/?ref_=ev_nom,GP,1h 57m,7.5,147K,John Crowley,"Nick Hornby, Colm T_ib_n",Saoirse Ronan', 'Emory Cohen', 'Domhnall Gleeson', 'Jim Broadbent', 'Hugh Gormley', 'Brid Brennan', 'Maeve McGrath', 'Emma Lowe', 'Barbara Drennan', 'Gillian McCarthy', 'Fiona Glascott', 'Jane Brennan'," ""Eileen O'Higgins""", 'Art Campion', 'Eva Birthistle', 'James Corscadden', 'Julie Walters', 'Emily Bett Rickards',United Kingdom,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016,0,瘋狂麥斯：憤怒道,Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/?ref_=ev_nom,R-12,2h,8.1,1M,George Miller,"George Miller, Brendan McCarthy, Nick Lathouris",Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zo禱 Kravitz', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee', 'Courtney Eaton', 'John Howard', 'Richard Carter', 'Iota', 'Angus Sampson', 'Jennifer Hagan', 'Megan Gale', 'Melissa Jaffer',Australia,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2016,0,神鬼獵人,The Revenant,https://www.imdb.com/title/tt1663202/?ref_=ev_nom,R-18,2h 36m,8,841K,Alejandro G. I__rritu,"Mark L. Smith, Alejandro G. I__rritu, Michael Punke",Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter', 'Domhnall Gleeson', 'Forrest Goodluck', 'Paul Anderson', 'Kristoffer Joner', 'Joshua Burge', 'Duane Howard'," ""Melaw Nakehk'o""", 'Fabrice Adde', 'Arthur RedCloud', 'Christopher Rosamond', 'Robert Moloney', 'Lukas Haas', 'Brendan Fletcher', 'Tyson Wood', 'McCaleb Burnett',Hong Kong,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,0,絕地救援,The Martian,https://www.imdb.com/title/tt3659388/?ref_=ev_nom,PG-12,2h 24m,8,892K,Ridley Scott,"Drew Goddard, Andy Weir",Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Kate Mara', 'Jeff Daniels', 'Michael Pe簽a', 'Sean Bean', 'Sebastian Stan', 'Aksel Hennie', 'Chiwetel Ejiofor', 'Benedict Wong', 'Mackenzie Davis', 'Donald Glover', 'Nick Mohammed', 'Shu Chen', 'Eddy Ko', 'Enzo Cilenti', 'Jonathan Aris',United States,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2016,0,間諜橋,Bridge of Spies,https://www.imdb.com/title/tt3682448/?ref_=ev_nom,PG-12,2h 22m,7.6,321K,Steven Spielberg,"Matt Charman, Ethan Coen, Joel Coen",Tom Hanks', 'Mark Rylance', 'Alan Alda', 'Amy Ryan', 'Domenick Lombardozzi', 'Victor Verhaeghe', 'Mark Fichera', 'Brian Hutchison', 'Joshua Harto', 'Henny Russell', 'Rebekah Brockman', 'John Rue', 'Billy Magnussen', 'Jillian Lebling', 'Noah Schnapp', 'Eve Hewson', 'Joel Brady', 'Austin Stowell',Germany,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
2017,1,月光下的藍色男孩,Moonlight,https://www.imdb.com/title/tt4975722/?ref_=ev_nom,R-15,1h 51m,7.4,322K,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney",Mahershala Ali', 'Naomie Harris', 'Trevante Rhodes', 'Alex R. Hibbert', 'Shariff Earp', 'Duan Sanderson', 'Janelle Mon獺e', 'Jaden Piner'," ""Herman 'Caheei McGloun""", 'Kamal Ani-Bellow', 'Keomi Givens', 'Eddie Blanchard', 'Rudi Goblen', 'Ashton Sanders', 'Edson Jean', 'Patrick Decile', 'Herveline Moncion', 'Jharrel Jerome',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,心靈圍籬,Fences,https://www.imdb.com/title/tt2671706/?ref_=ev_nom,PG-13,2h 19m,7.2,113K,Denzel Washington,August Wilson,Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson', 'Jovan Adepo', 'Russell Hornsby', 'Mykelti Williamson', 'Saniyya Sidney', 'Christopher Mele', 'Lesley Boone', 'Jason Silvis', 'Toussaint Raphael Abessolo', 'Rachelle Beinart', 'Gregory Bromfield', 'Joshua Camerata', 'Hannibal Chancellor', 'Cara Clark'," ""Tra'Waan Coles""", 'Sean Cummings',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,樂來越愛你,La La Land,https://www.imdb.com/title/tt3783958/?ref_=ev_nom,GP,2h 8m,8,631K,Damien Chazelle,Damien Chazelle,Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiee Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Mike Fallin', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle',United States,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2017,0,海邊的曼徹斯特,Manchester by the Sea,https://www.imdb.com/title/tt4034228/?ref_=ev_nom,PG-12,2h 17m,7.8,299K,Kenneth Lonergan,Kenneth Lonergan,Casey Affleck', 'Michelle Williams', 'Kyle Chandler', 'Lucas Hedges'," ""Ivy O'Brien""", 'Richard Donelly', 'Virginia Loring Cooke', 'Quincy Tyler Bernstine', 'Missy Yager', 'Stephen McKinley Henderson', 'Ben Hanson', 'Mary Mallen', 'Lewis D. Wheeler', 'Anthony Estrella', 'C.J. Wilson', 'Susan Pourfar', 'Robert Sella', 'Ruibo Qian',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,漫漫回家路,Lion,https://www.imdb.com/title/tt3741834/?ref_=ev_nom,PG-12,1h 58m,8,245K,Garth Davis,"Saroo Brierley, Luke Davies",Dev Patel', 'Nicole Kidman', 'Rooney Mara', 'Sunny Pawar', 'Abhishek Bharate', 'Priyanka Bose', 'Khushi Solanki', 'Shankar Nisode', 'Tannishtha Chatterjee', 'Nawazuddin Siddiqui', 'Riddhi Sen', 'Kaushik Sen', 'Rita Roy', 'Udayshankar Pal', 'Surojit Das', 'Deepti Naval', 'Menik Gooneratne', 'David Wenham',Australia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,異星入境,Arrival,https://www.imdb.com/title/tt2543164/?ref_=ev_nom,PG-12,1h 56m,7.9,733K,Denis Villeneuve,"Eric Heisserer, Ted Chiang",Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg'," ""Mark O'Brien""", 'Tzi Ma', 'Abigail Pniowsky', 'Julia Scarlett Dan', 'Jadyn Malone', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Christian Jadah', 'Lucy Van Oldenbarneveld', 'Andrew Shaver', 'Pat Kiely', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves',United States,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2017,0,赴湯蹈火,Hell or High Water,https://www.imdb.com/title/tt2582782/?ref_=ev_nom,R-15,1h 42m,7.6,242K,David Mackenzie,Taylor Sheridan,Chris Pine', 'Ben Foster', 'Jeff Bridges', 'Gil Birmingham', 'Dale Dickey', 'William Sterchi', 'Buck Taylor', 'Kristin K. Berg', 'Keith Meriweather', 'Jackamoe Buzzell', 'Katy Mixon', 'Amber Midthunder', 'Joe Berryman', 'Taylor Sheridan', 'Howard Ferguson Jr.', 'Debrianna Mansini', 'Paul Howard Smith', 'Nathaniel Augustson',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2017,0,鋼鐵英雄,Hacksaw Ridge,https://www.imdb.com/title/tt2119532/?ref_=ev_nom,R-15,2h 19m,8.1,564K,Mel Gibson,"Robert Schenkkan, Andrew Knight",Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Richard Pyros', 'Jacob Warner', 'Milo Gibson', 'Darcy Bryce', 'Roman Guerriero', 'James Lugton', 'Kasia Stelmach', 'Hugo Weaving', 'Rachel Griffiths', 'Jarin Towney', 'Tim McGarry', 'Tyler Coppin', 'Richard Platt', 'Nathaniel Buzolic',Australia,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2017,0,關鍵少數,Hidden Figures,https://www.imdb.com/title/tt4846340/?ref_=ev_nom,GP,2h 7m,7.8,245K,Theodore Melfi,"Allison Schroeder, Theodore Melfi, Margot Lee Shetterly",Taraji P. Henson', 'Octavia Spencer', 'Janelle Mon獺e', 'Kevin Costner', 'Kirsten Dunst', 'Jim Parsons', 'Mahershala Ali', 'Aldis Hodge', 'Glen Powell', 'Kimberly Quinn', 'Olek Krupa', 'Kurt Krause', 'Ken Strunk', 'Lidya Jewett', 'Donna Biscoe', 'Ariana Neal', 'Saniyya Sidney', 'Zani Jones Mbayise',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2018,1,水底情深,The Shape of Water,https://www.imdb.com/title/tt5580390/?ref_=ev_nom,R-15,2h 3m,7.3,436K,Guillermo del Toro,"Guillermo del Toro, Vanessa Taylor",Sally Hawkins', 'Octavia Spencer', 'Michael Shannon', 'Doug Jones', 'Richard Jenkins', 'Michael Stuhlbarg', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett', 'Lauren Lee Smith', 'Martin Roach', 'Allegra Fulton', 'John Kapelos', 'Morgan Kelly', 'Marvin Kaye', 'Dru Viergever', 'Wendy Lyon',United States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2018,0,以你的名字呼喚我,Call Me by Your Name,https://www.imdb.com/title/tt5726616/?ref_=ev_nom,R-15,2h 12m,7.8,296K,Luca Guadagnino,"James Ivory, Andr_ Aciman",Timoth矇e Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire Du Bois', 'Vanda Capriolo', 'Antonio Rimoldi', 'Elena Bucci', 'Marco Sgrosso', 'Andr矇 Aciman', 'Peter Spears', 'Andrew Duncan Hinojosa', 'Maria Caggianelli Villani',,,,,Italy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,0,意外,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/?ref_=ev_nom,PG-12,1h 55m,8.1,534K,Martin McDonagh,Martin McDonagh,Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones', 'Kerry Condon', 'Alejandro Barrios', 'Clarke Peters', 'Darrell Britt-Gibson', 'Abbie Cornish', 'Riya May Atwood', 'Selah Atwood', 'Lucas Hedges', 'Zeljko Ivanek', 'Amanda Warren', 'Malaya Rivera Drew', 'Sandy Martin', 'Peter Dinklage', 'Christopher Berry',United Kingdom,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2018,0,敦克爾克大行動,Dunkirk,https://www.imdb.com/title/tt5013056/?ref_=ev_nom,R-12,1h 46m,7.8,708K,Christopher Nolan,Christopher Nolan,Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy', 'Damien Bonnard', 'Aneurin Barnard', 'Lee Armstrong', 'James Bloor', 'Tom Glynn-Carney', 'Jack Lowden', 'Luke Thompson', 'Michel Biel', 'Constantin Balsan', 'Billy Howle', 'Mikey Collins', 'Callum Blake', 'Dean Ridge', 'Bobby Lockwood',United Kingdom,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
